,0
0,1.4650549855070267
1,1.515856477259109
2,1.3446077623941735
3,1.4401167331540563
4,1.4780915169334439
5,1.4991752545872292
6,1.318549325233158
7,1.230056299609084
8,1.3277310252359293
9,1.487140446222699
10,1.4374004198964019
11,1.3797041984127385
12,1.4307235851117979
13,1.468746606026485
14,1.3621916458538035
15,1.5364629481990146
16,1.5945272016304233
17,1.3008906717160242
18,1.365114682526946
19,1.3053882437264495
20,1.4652227334335572
21,1.3154776009098375
22,1.3567150328254685
23,1.371394745672268
24,1.2098629696763705
25,1.1892167426507378
26,1.3016705229501602
27,1.4119348047092921
28,1.4007770361995864
29,1.3966011496724664
30,1.378950678323483
31,1.4167981849222206
32,1.2956125555083158
33,1.518474441052204
34,1.6044468194031962
35,1.1581601271618374
36,1.3764646839838706
37,1.3688952738474438
38,1.3196248870439933
39,1.3539901542910673
40,1.2571826971950921
41,1.4802612638809873
42,1.5013725811808345
43,1.3244409730976634
44,1.393068830119414
45,1.447574431145278
46,1.4283956853416422
47,1.2539294027549701
48,1.4010968410400508
49,1.428885477930716
50,1.3268739410099124
51,1.4875946218056129
52,1.273913082171884
53,1.2586947473686445
54,1.353975008097858
55,1.4886912037854796
56,1.3961757239105186
57,1.54951225860622
58,1.199700488138813
59,1.2535837372102359
60,1.405417579287696
61,1.4390560354575124
62,1.333979893360138
63,1.377299525456942
64,1.4070636660028435
65,1.4098390273072907
66,1.4036313776651128
67,1.4342556644389424
68,1.493834022906329
69,1.4598596053583255
70,1.4207417579234218
71,1.2772488325035716
72,1.3458564023174089
73,1.3502442713498146
74,1.5088076098796355
75,1.408045199702027
76,1.2646346351254725
77,1.3602170022667346
78,1.2820397330005648
79,1.4038646720185275
80,1.434561905128298
81,1.2925039987087399
82,1.4146984096937227
83,1.6076456286077188
84,1.53130643693511
85,1.570518411083287
86,1.2775963454952328
87,1.3282769106342929
88,1.2473370621264863
89,1.2551067551320787
90,1.3050427303611416
91,1.4557456501622243
92,1.457356589747585
93,1.3455808736800248
94,1.2832781697105116
95,1.510503697749591
96,1.304968653538415
97,1.305551208609505
98,1.3989073038390176
99,1.361141555379103
100,1.4877443625305138
101,1.334307925906122
102,1.2781870692294814
103,1.5501958843284966
104,1.3729212092026764
105,1.3543000018902278
106,1.3779997211235997
107,1.3101661867967218
108,1.5324836318517399
109,1.370635337759371
110,1.4077120212609544
111,1.4929990775292503
112,1.3516634173646542
113,1.4528459940538179
114,1.3386384828295592
115,1.455076123649803
116,1.1556597654836616
117,1.3846137188429044
118,1.2688279784160952
119,1.4966837722638255
120,1.2943444600645717
121,1.4588227489048489
122,1.4301961124618339
123,1.4892018454737692
124,1.4339492940124847
125,1.2976443301434297
126,1.4304460308314304
127,1.255294903124259
128,1.4452117351259146
129,1.5561966314576101
130,1.4713108860760582
131,1.1820888145491637
132,1.5249339793877725
133,1.4415736687471077
134,1.432808098168308
135,1.3806943618907537
136,1.3841970966942903
137,1.5054774226376106
138,1.34926039758537
139,1.3154747624398009
140,1.3804280246374168
141,1.409876645815827
142,1.3498983422314685
143,1.4407136606476323
144,1.3216781646924745
145,1.2754082457623062
146,1.3773869908805896
147,1.4106361657101567
148,1.4546254157240044
149,1.2498936536009935
150,1.4953395462280725
151,1.4220723584295525
152,1.333190831969513
153,1.4829255981846514
154,1.6650461015842029
155,1.5813792144533267
156,1.402584562413
157,1.4241244103426123
158,1.5278068327506507
159,1.359461238574266
160,1.4836268147907303
161,1.4845111136117801
162,1.4991481554853971
163,1.5142823295355525
164,1.452687289820857
165,1.3918982531461184
166,1.3861428571993157
167,1.414365770828582
168,1.303966416203316
169,1.4022358115214135
170,1.5706941561359016
171,1.497168076803933
172,1.4203395136453347
173,1.4054488472630609
174,1.451019210507568
175,1.4161585414733175
176,1.4611765748016423
177,1.4039458881295224
178,1.4196432891048376
179,1.5201919338840666
180,1.3601515357309077
181,1.4834287003889608
182,1.5164484524418578
183,1.371008463038319
184,0.8503984208178008
185,1.3107349066173268
186,1.3075890567606283
187,1.5533488682730128
188,1.480613813124781
189,1.443166444816475
190,1.5269037846926325
191,1.2291761900477653
192,1.4019370551055745
193,1.2857568514323525
194,1.4385021207598128
195,1.2540305046420657
196,1.2560529163878817
197,1.3295876869075314
198,1.306354166781796
199,1.4138065724757785
200,1.5463215582610013
201,1.3918424984525721
202,1.304658434773698
203,1.3669020046280085
204,1.4520904349759152
205,1.391935749038637
206,1.4292233714005769
207,1.137291803501922
208,1.2284129518736675
209,1.2482896616852774
210,1.466790426097462
211,1.4139017090947368
212,1.5354102669398464
213,1.2397739295081298
214,1.3756043788571146
215,1.2413781433775215
216,1.5002227523583729
217,1.4570545665465204
218,1.4589416737569691
219,1.5231016546750702
220,1.2102816947144344
221,1.3884235205338606
222,1.343036259810026
223,1.3002980828609763
224,1.20746753137699
225,1.517837357016523
226,1.4302836032271442
227,1.4655299005774136
228,1.2956385934517545
229,1.3382341450293893
230,1.5074565094565968
231,1.5753888701008765
232,1.3699848495103042
233,1.369772560922296
234,1.3796302122222797
235,1.3860692009064288
236,1.3930659853211067
237,1.3050143260099476
238,1.4247496648729767
239,1.4049338081751235
240,1.2817039251706022
241,1.484459455753867
242,1.3752660460316692
243,1.3892653396535197
244,1.325786136079866
245,1.3927904222010166
246,1.3371928158579933
247,1.4345921696332138
248,1.4508370366466126
249,1.4248842985057466
250,1.4788730581615133
251,1.3912655228561663
252,1.4813623896790213
253,1.330023949954969
254,1.4454016571367023
255,1.4117883477213122
256,1.4510604806729344
257,1.4769314376225584
258,1.4176391992620012
259,1.3988224899434232
260,1.3857874007816655
261,1.3801871197246518
262,1.441621966188079
263,1.380567737969443
264,1.418098978627351
265,1.3231884458854546
266,1.390014015871724
267,1.4626026357786346
268,1.3177117109708123
269,1.3351533197662644
270,1.4827033741505535
271,1.2926928360701981
272,1.4893853451124381
273,1.4047325733434668
274,1.31846029830993
275,1.4502275939280431
276,1.399282093052452
277,1.490271474691721
278,1.427252301812214
279,1.7926668384049738
280,1.5189844520722149
281,1.391866154803619
282,1.7352334345533325
283,1.2814486961163263
284,1.5718150928562327
285,1.345417961671395
286,1.345232562938236
287,1.4596868855772334
288,1.4550676066421873
289,1.4806165683591734
290,1.2536872934112449
291,1.4332865972299447
292,1.4346751767940864
293,1.3376501622670331
294,1.4911876915168916
295,1.328910722661595
296,1.3236580447118698
297,1.526652151940246
298,1.49024135848906
299,1.2800126665015805
300,1.532554238383507
301,1.4921367181876226
302,1.4362834813275456
303,1.387598323804476
304,1.429018546611173
305,1.4079109478050473
306,1.325452998181812
307,1.570619109991439
308,1.625991600938387
309,1.5014525692097318
310,1.301282585097454
311,1.3341268547654048
312,1.3031608665427195
313,1.3910859781992262
314,1.5479852342438793
315,1.3518053288798884
316,1.2643143661473293
317,1.3123527569908773
318,1.3686615670762874
319,1.4336094741601093
320,1.332443648631539
321,1.2221907099141553
322,1.3210879945567717
323,1.659035396450336
324,1.6155041140341215
325,1.4216792253632362
326,1.4574878476650661
327,1.470631329676388
328,1.3288959910011149
329,1.3471632987233688
330,1.4476294466353157
331,1.310810212775216
332,1.3782661421772422
333,1.4666033866839179
334,1.431014760407348
335,1.5476733655596326
336,1.3734862318236445
337,1.485715038137876
338,1.413639139595555
339,1.3558760514035266
340,1.300273646934434
341,1.2970934234427385
342,1.429778242092627
343,1.3649996785552212
344,1.378565788584107
345,1.3301642802962337
346,1.411349493136758
347,1.6200008826045154
348,1.3875555422385848
349,1.2538206307109503
350,1.4111715997198806
351,1.3579798770371871
352,1.472159704941738
353,1.4885821631737342
354,1.5224326691861283
355,1.3384059072214527
356,1.3400623207658222
357,1.2238119007656398
358,1.3054386141997953
359,1.3469202339244093
360,1.2809052364619549
361,1.369827182280037
362,1.436394704444949
363,1.146194466393922
364,1.4212499438374873
365,1.3006982615396008
366,1.345652358977873
367,1.4373672454057485
368,1.2402698669534085
369,1.4115199193952424
370,1.2577066365215372
371,1.3997665769313066
372,1.482428724105915
373,1.459156597887747
374,1.5555587796911812
375,1.3929952918311246
376,1.2972349298470853
377,1.2197714646845488
378,1.4831275296879076
379,1.407251131736364
380,1.5926136568419627
381,1.408588235515236
382,1.2650695422377196
383,1.2622431588362595
384,1.2851842102078863
385,1.4304686405604365
386,1.3685460277530526
387,1.55654772410364
388,1.4976394390057581
389,1.3498507379672036
390,1.295703218228136
391,1.3276422110632162
392,1.3750384798477935
393,1.296551932001816
394,1.57198102210617
395,1.3959047028733298
396,1.3414299428129899
397,1.4439447905159235
398,1.4069368980718995
399,1.2681125682037155
400,1.380231622071187
401,1.1829202798863594
402,1.4007112532356631
403,1.3594894807171596
404,1.360169449065393
405,1.3199262372007514
406,1.3149911619407249
407,1.4556049975246101
408,1.400408834401749
409,1.4178394721070364
410,1.495428361116301
411,1.3846150832190809
412,1.381092629628273
413,1.5797450789321026
414,1.2438390168406368
415,1.3961679997445433
416,1.461647500353475
417,1.4012133428175328
418,1.3045411005894716
419,1.34189055576814
420,1.1564273709407333
421,1.3508890270291876
422,1.373418248548988
423,1.3103400089863335
424,1.429132211569537
425,1.4443239773807859
426,1.4072887105699945
427,1.2887202353332907
428,1.3535599570221626
429,1.4679753740903003
430,1.3810208361536147
431,1.4130060254559498
432,1.5055843906017365
433,1.3689433226795413
434,1.3296739029880713
435,1.271340253197105
436,1.2760318739294871
437,1.3583572816158322
438,1.3490571462435443
439,1.3709761484222562
440,1.2624534800081533
441,1.4317395895325522
442,1.273304479121284
443,1.4179920583681092
444,1.3623622218343292
445,1.3704405274992923
446,1.2847960905923028
447,1.461156138462768
448,1.474438813176362
449,1.3125395446103305
450,1.340824883077974
451,1.3715563194334779
452,1.2953955372657262
453,1.3515153772302724
454,1.3545443674909656
455,1.4155514917454637
456,1.3556422491229787
457,1.5346561983908127
458,1.5468600761800495
459,1.3729815798411453
460,1.4351005969152664
461,1.0919197148682807
462,1.2681758035301147
463,1.3307549384242092
464,1.3903126876073892
465,1.4071973977735437
466,1.420802449539629
467,1.4590121143360397
468,1.3946167006312091
469,1.41901073259417
470,1.3870000864173768
471,1.3231368802223118
472,1.303931512704331
473,1.253146396607239
474,1.3219379516735665
475,1.3766760971682863
476,1.4389399015196138
477,1.3621895078798238
478,1.3184770663151977
479,1.3524209402068794
480,1.3441760570432435
481,1.307706902052789
482,1.361415866913715
483,1.3591489220986805
484,1.5041035503564055
485,1.4254263597520938
486,1.3451318737852558
487,1.2586823994698455
488,1.4234527921512525
489,1.3345624649447192
490,1.5016806569011751
491,1.4674048120836243
492,1.382991725922637
493,1.2031358777371126
494,1.3767951163793468
495,1.2911325799112654
496,1.4545213575827238
497,1.4703874830314887
498,1.4721355675292358
499,1.3072795086690006
500,1.4777762602013675
501,1.2540624485702359
502,1.366850296235926
503,1.4183135724568419
504,1.5728051334332052
505,1.5932158346691816
506,1.1464663539737125
507,1.4277856432091007
508,1.4833397152931957
509,1.4419748788957236
510,1.4080881071986344
511,1.3893624997167615
512,1.3411635001659152
513,1.4891570515505645
514,1.3190507109111214
515,1.4014293444990362
516,1.254203534588328
517,1.3375120794188067
518,1.2980133590161769
519,1.3662585676626693
520,1.3434602800811204
521,1.4880932940021467
522,1.2384950878581635
523,1.3029660913038785
524,1.3139905326254204
525,1.495966464660159
526,1.2580538486834216
527,1.51679675746631
528,1.4771285863097825
529,1.3026367088263258
530,1.5099308847290094
531,1.3812906174903503
532,1.487503438718341
533,1.3589540466446532
534,1.2724985848182335
535,1.5563031329125239
536,1.3262387798503823
537,1.3995746009923873
538,1.4653824726110902
539,1.3456973769337606
540,1.4527201371746419
541,1.239830405288751
542,1.3626026686732964
543,1.4810264954178245
544,1.3823662208365222
545,1.1723771578311248
546,1.2347724212639468
547,1.481737853107218
548,1.3953157559616518
549,1.4460691891540396
550,1.4277840702295344
551,1.366530197098558
552,1.31583332302275
553,1.40917204587571
554,1.4452674990076255
555,1.4319719722123958
556,1.4112156362958466
557,1.3545798440471795
558,1.5150062720371018
559,1.3422884203577188
560,1.3919279989044595
561,1.3367001165961565
562,1.271857370162372
563,1.1765679225330408
564,1.3674290025536802
565,1.3369485589367498
566,1.3704859898821633
567,1.5247713609554394
568,1.48711959387727
569,1.3848093450103445
570,1.390942075519565
571,1.482830181833795
572,1.3856483072922359
573,1.45369355799441
574,1.530432992373657
575,1.3656825462888869
576,1.4450832193456755
577,1.4208541540311186
578,1.337372356843951
579,1.2923749490907686
580,1.3436579448963946
581,1.4349554018589976
582,1.3545943816999444
583,1.2491581425981844
584,1.4569947061799378
585,1.0911063805284416
586,1.2769874046860596
587,1.3141918275659616
588,1.4523511158015725
589,1.3003828034202
590,1.3268645296775232
591,1.4411215124284498
592,1.3657499855924828
593,1.4315283792550748
594,1.526215004815572
595,1.3307830475660452
596,1.4152507315358178
597,1.3845490573895631
598,1.4316984212415729
599,1.314148182983164
600,1.2720449280916613
601,1.336302611955236
602,1.4003065147629659
603,1.4653690428381054
604,1.4158031844097212
605,1.3942220355786967
606,1.0997148849928196
607,1.6934547033511713
608,1.3387107692302047
609,1.398282619545798
610,1.232891931031224
611,1.4283079127689653
612,1.487371484538304
613,1.3161947067665594
614,1.3287975048958685
615,1.437804465250694
616,1.3533240389588501
617,1.3273330150762794
618,1.4361277753173947
619,1.3136764399173055
620,1.2189139815516228
621,1.2125741163537134
622,1.5258768528200481
623,1.3638576920239
624,1.2791350029507242
625,1.1888278613450054
626,1.362121707460902
627,1.4477675719509537
628,1.40516173663492
629,1.4563441599258842
630,1.3898274912008284
631,1.56257711877312
632,1.4582775978845814
633,1.6011025707978317
634,1.4782169626761466
635,1.1983960119235024
636,1.3186011086770344
637,1.4347644557279666
638,1.4579422368347645
639,1.5989259961568334
640,1.2306095282304028
641,1.3587150994510302
642,1.3833582574463779
643,1.5378101366533588
644,1.330834295227299
645,1.4349546316275577
646,1.4570665749316418
647,1.3992208983876193
648,1.438240336874827
649,1.3348468950760524
650,1.2921853319557408
651,1.4242192611736795
652,1.246828268472581
653,1.366344723532104
654,1.4779953083453252
655,1.4720728820193587
656,1.3057373686017093
657,1.4276317495370896
658,1.3941008312421732
659,1.3373787289671586
660,1.5128444382456054
661,1.381763518467921
662,1.3483182197338015
663,1.370379293919873
664,1.4183336629536896
665,1.2054114839565868
666,1.449347618806529
667,1.4202762091512136
668,1.389798351373532
669,1.3824447897547834
670,1.4495634491303884
671,1.473769187979805
672,1.48106183371808
673,1.276002918073607
674,1.4616979498467142
675,1.4135922515881278
676,1.5406623897941099
677,1.3976252628239096
678,1.358559491776991
679,1.394470075551161
680,1.328463080222771
681,1.4639301496075505
682,1.5474709797198978
683,1.5619304994406065
684,1.4474572916809185
685,1.3359901756188752
686,1.4436761700855196
687,1.0993383241489483
688,1.3587249586930645
689,1.29999439435732
690,1.4413535982037362
691,1.4941435170682658
692,1.3202873468142797
693,1.5708358940787688
694,1.3291635461851825
695,1.4259407837429658
696,1.4395151430482453
697,1.491109322650869
698,1.3569749113842915
699,1.2150165018945258
700,1.3072414326616675
701,1.4089427154463883
702,1.2447569818031525
703,1.4760074459422503
704,1.3053101554085123
705,1.2760822369239744
706,1.4976883375836205
707,1.5246958938467594
708,1.395543243845826
709,1.3537315147260591
710,1.3493054703787621
711,1.3002830949415864
712,1.5589764163367046
713,1.393381863851484
714,1.229171723608467
715,1.4549576374586568
716,1.360510744824644
717,1.2309677962289807
718,1.454436175047745
719,1.4707435556486097
720,1.3395490970774957
721,1.3390925216618457
722,1.515361387364468
723,1.4428831578629515
724,1.2534800637563774
725,1.348562124721507
726,1.4647683188475844
727,1.3231583383952166
728,1.2612832189045704
729,1.4037650458903306
730,1.411522029397259
731,1.3523247904659441
732,1.4053394918201374
733,1.4696711196056733
734,1.4915915590224402
735,1.391012265163228
736,1.4128583522565152
737,1.3073805018493034
738,1.2197521879860023
739,1.462767664155599
740,1.451596235255379
741,1.4358748006636184
742,1.3368226897332216
743,1.3906652676300073
744,1.308481406096351
745,1.422065164374855
746,1.4872444439655583
747,1.301909541775045
748,1.287235484707718
749,1.2889034280092997
750,1.3904347201510816
751,1.3117103814766087
752,1.331285713699813
753,1.298620502970643
754,1.414410483032154
755,1.3810044275700506
756,1.450386616471576
757,1.3847950848425137
758,1.3033551018512157
759,1.3349382186228367
760,1.3749562122437984
761,1.3789471699255382
762,1.2354114689429663
763,1.4154545858102703
764,1.3879367151493982
765,1.427602242739352
766,1.2722805525051453
767,1.5306122537184588
768,1.464278215289709
769,1.3718822162225588
770,1.237967500961572
771,1.437582778202488
772,1.4263412383754155
773,1.2925417054571549
774,1.374385557977638
775,1.4894343686967744
776,1.278237605341424
777,1.4525489629492374
778,1.3163444536100268
779,1.3329630781961144
780,1.274530309119675
781,1.3940219136687284
782,1.5135638557676327
783,1.4924448745590884
784,1.3851722430875437
785,1.417489037284707
786,1.386995388433893
787,1.4319893437202207
788,1.3006399321216238
789,1.4901466954800358
790,1.393387566376283
791,1.2695875893882813
792,1.5088336230291608
793,1.3757374038111594
794,1.3442803862145296
795,1.5341294223301296
796,1.2358920147158614
797,1.3425124430191684
798,1.4267685328857755
799,1.3470039454096878
800,1.4405524419253812
801,1.5520625617695818
802,1.4021830962462045
803,1.3590505973113383
804,1.4634228639310947
805,1.5523000392306512
806,1.5144745783490186
807,1.4149237601774547
808,1.216959116623943
809,1.349845115532389
810,1.4099355293315234
811,1.5023845671068128
812,1.2959778946989
813,1.3427297879177278
814,1.4268917304262532
815,1.345371589481192
816,1.3041658185223979
817,1.4598405241042813
818,1.4838473691939922
819,1.2903515671158836
820,1.4779434958023667
821,1.3674344551783868
822,1.4570684406538374
823,1.3671552744517654
824,1.390633946326391
825,1.4592846685244654
826,1.3459449526482843
827,1.8526732154779144
828,1.4738872489461308
829,1.4223866449358613
830,1.5765057841740733
831,1.412031003850698
832,1.4399771347307055
833,1.4325621999137632
834,1.386187296485526
835,1.421566557530685
836,1.2523881318383574
837,1.3470231934657013
838,1.3688518167590324
839,1.3501029473417046
840,1.4579601504531163
841,1.3500086805423501
842,1.453170332737156
843,1.430030899347669
844,1.4752029283314774
845,1.296923276459925
846,1.3631763751798867
847,1.3972613487374919
848,1.4422443262512534
849,1.483968864678972
850,1.4044048431943617
851,1.3597281680611395
852,1.2049925553968137
853,1.4354920194203333
854,1.4555577135005284
855,1.2844889694095545
856,1.296435932625663
857,1.3947805911121678
858,1.3183210141944213
859,1.3200654473405324
860,1.4495328080628762
861,1.3890242637494132
862,1.3752246498371432
863,1.5006273629758948
864,1.4485767920001038
865,1.4378530589175544
866,1.265694675023977
867,1.513166347475585
868,1.3698328171173704
869,1.3534682480709788
870,1.2829124415863404
871,1.406450332496702
872,1.4544056227452296
873,1.4774322552788104
874,1.4060812585481117
875,1.5440565016777121
876,1.3333278996730227
877,1.338582318667335
878,1.4870593397180982
879,1.1500554466073412
880,1.3828455904433294
881,1.3362887996627208
882,1.350557591727908
883,1.2647426237390826
884,1.359637215445126
885,1.382886741366424
886,1.3910859316775934
887,1.3729468401956963
888,1.42404160019841
889,1.4652739096553722
890,1.3765356594265659
891,1.3521494846003397
892,1.3996772347156954
893,1.3272370681137873
